0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,2.26714e-12,1.79847e-12,1.42663e-12,1.13161e-12,8.9753e-13,7.11774e-13,5.64344e-13,4.47301e-13,3.54344e-13,2.80466e-13,2.2169e-13,1.74852e-13,1.37428e-13,1.07404e-13,8.31633e-14,6.34007e-14,4.70519e-14,3.32366e-14,2.1211e-14,1.03274e-14,0
0.02,4.79599e-12,3.85591e-12,3.09941e-12,2.49071e-12,2.00101e-12,1.60705e-12,1.2901e-12,1.03508e-12,8.2981e-13,6.64485e-13,5.31189e-13,4.23531e-13,3.36341e-13,2.65424e-13,2.07362e-13,1.59355e-13,1.1908e-13,8.45879e-14,5.42063e-14,2.64598e-14,0
0.03,6.83957e-12,5.4367e-12,4.32255e-12,3.43742e-12,2.73398e-12,2.17473e-12,1.7299e-12,1.37588e-12,1.09394e-12,8.69165e-13,6.89723e-13,5.46176e-13,4.30998e-13,3.38162e-13,2.62824e-13,2.01064e-13,1.49676e-13,1.05998e-13,6.7776e-14,3.30389e-14,0
0.04,9.5042e-12,7.62482e-12,6.11411e-12,4.90031e-12,3.92549e-12,3.14289e-12,2.51476e-12,2.01069e-12,1.60616e-12,1.28141e-12,1.0205e-12,8.10594e-13,6.41311e-13,5.04253e-13,3.92592e-13,3.00749e-13,2.24116e-13,1.58836e-13,1.01612e-13,4.95475e-14,0
0.05,1.1521e-11,9.18287e-12,7.32332e-12,5.84327e-12,4.66439e-12,3.72464e-12,2.97491e-12,2.3762e-12,1.89759e-12,1.51447e-12,1.20725e-12,9.6031e-13,7.61149e-13,5.99737e-13,4.67983e-13,3.59312e-13,2.68323e-13,1.90515e-13,1.22051e-13,5.95674e-14,0
0.06,1.41035e-11,1.12861e-11,9.02466e-12,7.21115e-12,5.758e-12,4.59441e-12,3.66323e-12,2.91834e-12,2.32259e-12,1.84609e-12,1.46476e-12,1.15923e-12,9.1389e-13,7.16152e-13,5.55817e-13,4.24579e-13,3.15613e-13,2.23231e-13,1.42594e-13,6.94668e-14,0
0.07,1.62903e-11,1.30157e-11,1.04072e-11,8.32695e-12,6.66603e-12,5.3385e-12,4.27629e-12,3.42544e-12,2.74307e-12,2.19505e-12,1.75413e-12,1.39856e-12,1.11085e-12,8.76941e-13,6.85425e-13,5.27007e-13,3.94011e-13,2.8001e-13,1.79502e-13,8.76402e-14,0
0.08,1.86521e-11,1.48977e-11,1.18887e-11,9.48011e-12,7.55423e-12,6.01567e-12,4.78739e-12,3.80728e-12,3.02534e-12,2.4014e-12,1.90321e-12,1.50486e-12,1.18558e-12,9.2864e-13,7.20547e-13,5.5036e-13,4.0912e-13,2.89392e-13,1.84875e-13,9.00717e-14,0
0.09,2.10472e-11,1.68389e-11,1.34819e-11,1.08002e-11,8.65509e-12,6.93721e-12,5.56006e-12,4.455e-12,3.56739e-12,2.85365e-12,2.27893e-12,1.81526e-12,1.44012e-12,1.13532e-12,8.86065e-13,6.80256e-13,5.07867e-13,3.60478e-13,2.30864e-13,1.12649e-13,0
0.1,2.3201e-11,1.85178e-11,1.47689e-11,1.17723e-11,9.37973e-12,7.47107e-12,5.94922e-12,4.73603e-12,3.76872e-12,2.99699e-12,2.38054e-12,1.88715e-12,1.49099e-12,1.17139e-12,9.117e-13,6.98447e-13,5.2063e-13,3.69134e-13,2.36242e-13,1.15228e-13,0
0.11,2.57129e-11,2.05743e-11,1.64712e-11,1.31896e-11,1.05618e-11,8.45566e-12,6.76631e-12,5.41057e-12,4.32202e-12,3.44754e-12,2.7445e-12,2.17857e-12,1.72206e-12,1.35253e-12,1.05171e-12,8.04595e-13,5.98796e-13,4.23884e-13,2.7092e-13,1.32026e-13,0
0.12,2.78407e-11,2.22286e-11,1.77398e-11,1.41547e-11,1.12941e-11,9.01286e-12,7.19379e-12,5.7428e-12,4.58455e-12,3.6588e-12,2.91747e-12,2.32221e-12,1.84238e-12,1.45347e-12,1.13576e-12,8.73323e-13,6.53118e-13,4.64325e-13,2.97767e-13,1.4542e-13,0
0.13,3.0272e-11,2.4207e-11,1.93611e-11,1.54835e-11,1.23775e-11,9.88832e-12,7.89293e-12,6.29337e-12,5.01123e-12,3.98356e-12,3.1597e-12,2.49878e-12,1.96774e-12,1.53978e-12,1.1931e-12,9.0981e-13,6.75173e-13,4.76829e-13,3.04225e-13,1.48095e-13,0
0.14,3.25284e-11,2.59911e-11,2.07645e-11,1.65914e-11,1.32616e-11,1.06049e-11,8.48453e-12,6.79068e-12,5.43583e-12,4.35023e-12,3.47835e-12,2.77598e-12,2.20783e-12,1.74567e-12,1.36677e-12,1.0527e-12,7.8832e-13,5.61022e-13,3.60037e-13,1.75906e-13,0
0.15,3.47982e-11,2.7807e-11,2.22194e-11,1.77477e-11,1.41667e-11,1.12987e-11,9.00231e-12,7.16433e-12,5.69399e-12,4.51817e-12,3.57789e-12,2.82551e-12,2.2225e-12,1.73767e-12,1.34568e-12,1.02587e-12,7.61237e-13,5.37638e-13,3.43061e-13,1.67017e-13,0
0.16,3.71925e-11,2.97333e-11,2.3771e-11,1.90103e-11,1.52103e-11,1.21761e-11,9.75146e-12,7.81154e-12,6.25708e-12,5.00919e-12,4.00516e-12,3.19509e-12,2.53914e-12,2.00533e-12,1.56786e-12,1.20569e-12,9.01467e-13,6.40622e-13,4.10646e-13,2.00482e-13,0
0.17,3.93272e-11,3.14175e-11,2.5095e-11,2.00355e-11,1.59857e-11,1.27448e-11,1.01527e-11,8.08085e-12,6.42576e-12,5.10392e-12,4.04792e-12,3.20332e-12,2.5262e-12,1.98108e-12,1.53926e-12,1.17745e-12,8.76582e-13,6.20902e-13,3.97096e-13,1.93606e-13,0
0.18,4.17726e-11,3.33953e-11,2.66996e-11,2.13527e-11,1.70829e-11,1.36709e-11,1.09416e-11,8.75571e-12,7.00246e-12,5.5941e-12,4.46088e-12,3.5472e-12,2.80857e-12,2.20917e-12,1.71995e-12,1.31711e-12,9.80912e-13,6.94709e-13,4.44142e-13,2.16472e-13,0
0.19,4.39129e-11,3.50886e-11,2.80342e-11,2.239e-11,1.7874e-11,1.42625e-11,1.13762e-11,9.07089e-12,7.23022e-12,5.7602e-12,4.58502e-12,3.64362e-12,2.88685e-12,2.27517e-12,1.77674e-12,1.3658e-12,1.02141e-12,7.26279e-13,4.6586e-13,2.27553e-13,0
0.2,4.62482e-11,3.69602e-11,2.95372e-11,2.36087e-11,1.88725e-11,1.50859e-11,1.20551e-11,9.62664e-12,7.67872e-12,6.11476e-12,4.85788e-12,3.84667e-12,3.03177e-12,2.3733e-12,1.83877e-12,1.4015e-12,1.03928e-12,7.3335e-13,4.67527e-13,2.27467e-13,0
0.21,4.85053e-11,3.87736e-11,3.09934e-11,2.47691e-11,1.97907e-11,1.58111e-11,1.26319e-11,1.00932e-11,8.06561e-12,6.44499e-12,5.14739e-12,4.10542e-12,3.26506e-12,2.583e-12,2.02447e-12,1.56145e-12,1.17115e-12,8.34739e-13,5.36377e-13,2.62282e-13,0
0.22,5.06937e-11,4.04989e-11,3.23517e-11,2.58441e-11,2.06439e-11,1.64846e-11,1.31549e-11,1.04868e-11,8.34773e-12,6.63197e-12,5.2553e-12,4.15017e-12,3.26207e-12,2.54682e-12,1.96833e-12,1.49692e-12,1.10794e-12,7.80616e-13,4.97115e-13,2.41702e-13,0
0.23,5.30569e-11,4.24215e-11,3.39181e-11,2.7116e-11,2.16767e-11,1.73299e-11,1.38579e-11,1.10849e-11,8.86898e-12,7.096e-12,5.67432e-12,4.5306e-12,3.60629e-12,2.85457e-12,2.23792e-12,1.72607e-12,1.29434e-12,9.22241e-13,5.92404e-13,2.89607e-13,0
0.24,5.51346e-11,4.40442e-11,3.51819e-11,2.81025e-11,2.24441e-11,1.79174e-11,1.42932e-11,1.139e-11,9.06361e-12,7.19936e-12,5.7053e-12,4.50743e-12,3.54588e-12,2.77197e-12,2.14597e-12,1.63527e-12,1.2129e-12,8.56287e-13,5.46213e-13,2.65866e-13,0
0.25,5.75021e-11,4.59703e-11,3.67499e-11,2.93748e-11,2.34785e-11,1.87672e-11,1.50041e-11,1.19979e-11,9.59426e-12,7.6696e-12,6.12499e-12,4.8816e-12,3.87661e-12,3.0599e-12,2.39126e-12,1.83813e-12,1.3738e-12,9.75942e-13,6.25411e-13,3.05275e-13,0
0.26,5.96279e-11,4.76457e-11,3.80712e-11,3.04221e-11,2.43072e-11,1.94147e-11,1.54978e-11,1.2361e-11,9.84872e-12,7.83674e-12,6.22512e-12,4.93311e-12,3.89527e-12,3.05839e-12,2.37913e-12,1.82204e-12,1.35802e-12,9.62911e-13,6.16343e-13,3.00666e-13,0
0.27,6.18549e-11,4.94344e-11,3.95029e-11,3.15598e-11,2.52104e-11,2.01376e-11,1.60853e-11,1.2847e-11,1.02565e-11,8.18118e-12,6.51521e-12,5.17451e-12,4.09222e-12,3.21491e-12,2.49965e-12,1.91147e-12,1.4215e-12,1.00538e-12,6.42039e-13,3.12694e-13,0
0.28,6.41101e-11,5.12435e-11,4.09626e-11,3.27484e-11,2.61809e-11,2.09262e-11,1.67199e-11,1.33525e-11,1.0657e-11,8.49922e-12,6.77107e-12,5.385e-12,4.26999e-12,3.36838e-12,2.63336e-12,2.02687e-12,1.51782e-12,1.08065e-12,6.93908e-13,3.39187e-13,0
0.29,6.61796e-11,5.28778e-11,4.22413e-11,3.3735e-11,2.69361e-11,2.1504e-11,1.71638e-11,1.36939e-11,1.09167e-11,8.69072e-12,6.90353e-12,5.46595e-12,4.30701e-12,3.36993e-12,2.60884e-12,1.98625e-12,1.47098e-12,1.03658e-12,6.60071e-13,3.2089e-13,0
0.3,6.85129e-11,5.47693e-11,4.3788e-11,3.50136e-11,2.79977e-11,2.23846e-11,1.78926e-11,1.42984e-11,1.14229e-11,9.12222e-12,7.28007e-12,5.80213e-12,4.61199e-12,3.6478e-12,2.85955e-12,2.20674e-12,1.65645e-12,1.1817e-12,7.59935e-13,3.71809e-13,0
0.31,7.05329e-11,5.63572e-11,4.50217e-11,3.59571e-11,2.87121e-11,2.29231e-11,1.82962e-11,1.4595e-11,1.16309e-11,9.25382e-12,7.34468e-12,5.80911e-12,4.57186e-12,3.57253e-12,2.76213e-12,2.10044e-12,1.55393e-12,1.09412e-12,6.96292e-13,3.38376e-13,0
0.32,7.28043e-11,5.81912e-11,4.65153e-11,3.71853e-11,2.97249e-11,2.37568e-11,1.89825e-11,1.51643e-11,1.21116e-11,9.67059e-12,7.71681e-12,6.14954e-12,4.88735e-12,3.86454e-12,3.02818e-12,2.33555e-12,1.75199e-12,1.24902e-12,8.02762e-13,3.92606e-13,0
0.33,7.48966e-11,5.98583e-11,4.78331e-11,3.82176e-11,3.05326e-11,2.43912e-11,1.9481e-11,1.55514e-11,1.24025e-11,9.87585e-12,7.84587e-12,6.21267e-12,4.89644e-12,3.83283e-12,2.96947e-12,2.26328e-12,1.67838e-12,1.1844e-12,7.55143e-13,3.67426e-13,0
0.34,7.69967e-11,6.15252e-11,4.91632e-11,3.9284e-11,3.13841e-11,2.50651e-11,2.00115e-11,1.59717e-11,1.27431e-11,1.01625e-11,8.0975e-12,6.44145e-12,5.10831e-12,4.02898e-12,3.14793e-12,2.42042e-12,1.81005e-12,1.28678e-12,8.25154e-13,4.02961e-13,0
