0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,4.53428e-10,3.59693e-10,2.85326e-10,2.26323e-10,1.79506e-10,1.42355e-10,1.12869e-10,8.94603e-11,7.08688e-11,5.60932e-11,4.43381e-11,3.49703e-11,2.74856e-11,2.14808e-11,1.66327e-11,1.26801e-11,9.41037e-12,6.64732e-12,4.24219e-12,2.06549e-12,0
0.02,5.23432e-11,5.1796e-11,4.92287e-11,4.54972e-11,4.11897e-11,3.67e-11,3.22831e-11,2.80954e-11,2.42245e-11,2.07105e-11,1.75616e-11,1.47656e-11,1.2297e-11,1.01231e-11,8.20713e-12,6.51066e-12,4.99523e-12,3.62295e-12,2.35687e-12,1.16099e-12,0
0.03,3.56373e-10,2.64362e-10,1.954e-10,1.43843e-10,1.05405e-10,7.68356e-11,5.56757e-11,4.00651e-11,2.86007e-11,2.02256e-11,1.41451e-11,9.76344e-12,6.63431e-12,4.42446e-12,2.88525e-12,1.83127e-12,1.12399e-12,6.5916e-13,3.57079e-13,1.54836e-13,0
0.04,1.76553e-10,1.73263e-10,1.62911e-10,1.48736e-10,1.32898e-10,1.16796e-10,1.01297e-10,8.68962e-11,7.38437e-11,6.22225e-11,5.20102e-11,4.31201e-11,3.54284e-11,2.87938e-11,2.30684e-11,1.81057e-11,1.3764e-11,9.90826e-12,6.41011e-12,3.14687e-12,0
0.05,2.2681e-10,1.38348e-10,7.89315e-11,3.98566e-11,1.48806e-11,-4.44725e-13,-9.26669e-12,-1.37931e-11,-1.5557e-11,-1.56095e-11,-1.46599e-11,-1.31769e-11,-1.14609e-11,-9.69688e-12,-7.99019e-12,-6.39307e-12,-4.92244e-12,-3.57232e-12,-2.32223e-12,-1.14288e-12,0
0.06,2.89695e-10,2.82295e-10,2.61337e-10,2.33719e-10,2.03842e-10,1.74398e-10,1.46931e-10,1.22219e-10,1.00557e-10,8.19336e-11,6.61617e-11,5.29606e-11,4.20093e-11,3.29799e-11,2.55569e-11,1.94464e-11,1.43803e-11,1.01155e-11,6.43079e-12,3.12277e-12,0
0.07,1.47663e-10,6.3627e-11,1.51772e-11,-1.05587e-11,-2.2235e-11,-2.55813e-11,-2.43174e-11,-2.07979e-11,-1.64613e-11,-1.21426e-11,-8.2868e-12,-5.09404e-12,-2.61654e-12,-8.2219e-13,3.64868e-13,1.03915e-12,1.29927e-12,1.24031e-12,9.50694e-13,5.11905e-13,0
0.08,3.24689e-10,3.12769e-10,2.81112e-10,2.41191e-10,1.99874e-10,1.61016e-10,1.26537e-10,9.71646e-11,7.29145e-11,5.34135e-11,3.81012e-11,2.63548e-11,1.75624e-11,1.11621e-11,6.65949e-12,3.6315e-12,1.72256e-12,6.36133e-13,1.23989e-13,-2.56014e-14,0
0.09,1.54324e-10,7.54655e-11,3.7543e-11,2.2833e-11,2.02985e-11,2.32921e-11,2.79971e-11,3.23798e-11,3.54958e-11,3.70374e-11,3.70444e-11,3.57243e-11,3.33449e-11,3.01731e-11,2.64441e-11,2.23477e-11,1.80268e-11,1.3581e-11,9.07376e-12,4.54096e-12,0
0.1,2.76451e-10,2.60317e-10,2.1984e-10,1.71576e-10,1.2463e-10,8.34801e-11,4.98343e-11,2.3826e-11,4.77109e-12,-8.37022e-12,-1.67225e-11,-2.13471e-11,-2.31702e-11,-2.29581e-11,-2.13171e-11,-1.87095e-11,-1.5474e-11,-1.18497e-11,-7.99812e-12,-4.02501e-12,0
0.11,2.25928e-10,1.50997e-10,1.20623e-10,1.11891e-10,1.11793e-10,1.13437e-10,1.13584e-10,1.11082e-10,1.05889e-10,9.84808e-11,8.95132e-11,7.96319e-11,6.93845e-11,5.91863e-11,4.93181e-11,3.99392e-11,3.11072e-11,2.27996e-11,1.49338e-11,7.38453e-12,0
0.12,1.99618e-10,1.79857e-10,1.33104e-10,8.11272e-11,3.46599e-11,-1.99791e-12,-2.80898e-11,-4.46347e-11,-5.33826e-11,-5.62301e-11,-5.4919e-11,-5.09046e-11,-4.53215e-11,-3.9e-11,-3.25069e-11,-2.61936e-11,-2.02429e-11,-1.47114e-11,-9.56454e-12,-4.70571e-12,0
0.13,2.86649e-10,2.15817e-10,1.91155e-10,1.84626e-10,1.82021e-10,1.77091e-10,1.67919e-10,1.54748e-10,1.38718e-10,1.21183e-10,1.03366e-10,8.62195e-11,7.0394e-11,5.6264e-11,4.39737e-11,3.34909e-11,2.4654e-11,1.72122e-11,1.08562e-11,5.24075e-12,0
0.14,1.64633e-10,1.41003e-10,8.95224e-11,3.69551e-11,-5.21154e-12,-3.37676e-11,-4.95993e-11,-5.52867e-11,-5.3799e-11,-4.78505e-11,-3.96368e-11,-3.07798e-11,-2.23759e-11,-1.50867e-11,-9.23867e-12,-4.91363e-12,-2.02456e-12,-3.73519e-13,3.06265e-13,3.21498e-13,0
0.15,2.89323e-10,2.22182e-10,2.01461e-10,1.94311e-10,1.86245e-10,1.72529e-10,1.53155e-10,1.30017e-10,1.05432e-10,8.14398e-11,5.9545e-11,4.06857e-11,2.53097e-11,1.34866e-11,5.02088e-12,-4.52045e-13,-3.39211e-12,-4.30324e-12,-3.70162e-12,-2.09941e-12,0
0.16,1.89532e-10,1.63082e-10,1.08852e-10,5.82133e-11,2.24708e-11,2.94804e-12,-3.32477e-12,-5.75682e-13,7.18509e-12,1.67626e-11,2.59087e-11,3.32313e-11,3.80176e-11,4.0045e-11,3.9414e-11,3.64161e-11,3.14381e-11,2.48999e-11,1.72186e-11,8.79251e-12,0
0.17,2.37409e-10,1.73754e-10,1.55943e-10,1.46829e-10,1.32607e-10,1.10787e-10,8.35718e-11,5.44386e-11,2.65522e-11,2.18529e-12,-1.7357e-11,-3.15854e-11,-4.06044e-11,-4.48943e-11,-4.51329e-11,-4.20646e-11,-3.6415e-11,-2.88439e-11,-1.99287e-11,-1.01678e-11,0
0.18,2.51683e-10,2.21802e-10,1.64991e-10,1.16614e-10,8.6828e-11,7.44342e-11,7.42194e-11,8.05344e-11,8.87877e-11,9.58505e-11,9.99491e-11,1.00361e-10,9.7078e-11,9.05124e-11,8.12706e-11,6.99974e-11,5.7281e-11,4.36054e-11,2.93379e-11,1.47411e-11,0
