640,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1280,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,320,1280,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,320,1280,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,320,1280,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,320,1280,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,320,1280,320,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,320,1280,320,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,320,1280,320,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,320,1280,320,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,320,1280,320,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,320,1280,320,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,320,1280,320,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,320,1280,320,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,320,1280,320,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1280,320,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1280,320,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1280,320,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1280,320,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1280,320
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,640
