0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9.08786e-08,8.67741e-08,8.28549e-08,7.91127e-08,7.55394e-08,7.21274e-08,6.88695e-08,6.57586e-08,6.27881e-08,5.99517e-08,5.72433e-08,5.46572e-08,5.21878e-08,4.98298e-08,4.75782e-08,4.54283e-08,4.33753e-08,4.1415e-08,3.95431e-08,3.77556e-08,3.60488e-08,3.4419e-08,3.28626e-08,3.13764e-08,2.99573e-08,2.86021e-08,2.7308e-08,2.60722e-08,2.4892e-08,2.3765e-08,2.26888e-08,2.1661e-08,2.06795e-08,1.97422e-08,1.88469e-08,1.7992e-08,1.71754e-08,1.63956e-08,1.56507e-08,1.49393e-08,1.42598e-08,1.36107e-08,1.29907e-08,1.23984e-08,1.18326e-08,1.12921e-08,1.07757e-08,1.02823e-08,9.81084e-09,9.36034e-09,8.92983e-09,8.51839e-09,8.12515e-09,7.74925e-09,7.3899e-09,7.04633e-09,6.71781e-09,6.40363e-09,6.10313e-09,5.81566e-09,5.54061e-09,5.27739e-09,5.02544e-09,4.78422e-09,4.55322e-09,4.33194e-09,4.11992e-09,3.91669e-09,3.72182e-09,3.5349e-09,3.35553e-09,3.18333e-09,3.01792e-09,2.85896e-09,2.7061e-09,2.55902e-09,2.41741e-09,2.28096e-09,2.14937e-09,2.02238e-09,1.89971e-09,1.7811e-09,1.66628e-09,1.55503e-09,1.4471e-09,1.34225e-09,1.24027e-09,1.14095e-09,1.04405e-09,9.49391e-10,8.56756e-10,7.6595e-10,6.7678e-10,5.89055e-10,5.02588e-10,4.17194e-10,3.32691e-10,2.48899e-10,1.65638e-10,8.27306e-11,0
0.02,-1.71314e-07,-1.63084e-07,-1.55248e-07,-1.47787e-07,-1.40683e-07,-1.3392e-07,-1.2748e-07,-1.21349e-07,-1.15511e-07,-1.09953e-07,-1.04661e-07,-9.96234e-08,-9.48268e-08,-9.02602e-08,-8.59125e-08,-8.17733e-08,-7.78325e-08,-7.40808e-08,-7.05091e-08,-6.71087e-08,-6.38715e-08,-6.07896e-08,-5.78556e-08,-5.50624e-08,-5.24033e-08,-4.98719e-08,-4.7462e-08,-4.51678e-08,-4.29837e-08,-4.09046e-08,-3.89253e-08,-3.7041e-08,-3.52472e-08,-3.35395e-08,-3.19139e-08,-3.03663e-08,-2.8893e-08,-2.74905e-08,-2.61552e-08,-2.48841e-08,-2.36739e-08,-2.25218e-08,-2.14249e-08,-2.03807e-08,-1.93864e-08,-1.84398e-08,-1.75385e-08,-1.66803e-08,-1.58631e-08,-1.5085e-08,-1.4344e-08,-1.36383e-08,-1.29662e-08,-1.23261e-08,-1.17164e-08,-1.11356e-08,-1.05822e-08,-1.0055e-08,-9.55268e-09,-9.07392e-09,-8.6176e-09,-8.18259e-09,-7.76783e-09,-7.3723e-09,-6.99503e-09,-6.63508e-09,-6.29159e-09,-5.96369e-09,-5.65059e-09,-5.35151e-09,-5.06572e-09,-4.79251e-09,-4.53121e-09,-4.28117e-09,-4.04177e-09,-3.81243e-09,-3.59258e-09,-3.38166e-09,-3.17917e-09,-2.9846e-09,-2.79746e-09,-2.6173e-09,-2.44366e-09,-2.27611e-09,-2.11425e-09,-1.95766e-09,-1.80595e-09,-1.65875e-09,-1.5157e-09,-1.37643e-09,-1.2406e-09,-1.10787e-09,-9.77905e-10,-8.50386e-10,-7.24993e-10,-6.01412e-10,-4.79335e-10,-3.58457e-10,-2.38474e-10,-1.19088e-10,0
0.03,2.32386e-07,2.2002e-07,2.083e-07,1.97193e-07,1.86666e-07,1.7669e-07,1.67237e-07,1.5828e-07,1.49792e-07,1.41751e-07,1.34132e-07,1.26914e-07,1.20076e-07,1.13598e-07,1.07463e-07,1.01651e-07,9.61467e-08,9.09336e-08,8.59965e-08,8.13212e-08,7.68941e-08,7.27021e-08,6.87331e-08,6.49754e-08,6.1418e-08,5.80503e-08,5.48626e-08,5.18453e-08,4.89895e-08,4.62867e-08,4.3729e-08,4.13087e-08,3.90185e-08,3.68517e-08,3.48017e-08,3.28623e-08,3.10278e-08,2.92926e-08,2.76513e-08,2.60991e-08,2.46313e-08,2.32432e-08,2.19308e-08,2.069e-08,1.95169e-08,1.8408e-08,1.73598e-08,1.63691e-08,1.54328e-08,1.4548e-08,1.37118e-08,1.29218e-08,1.21754e-08,1.14702e-08,1.08041e-08,1.01748e-08,9.58044e-09,9.01908e-09,8.48891e-09,7.98823e-09,7.51542e-09,7.06893e-09,6.64732e-09,6.24921e-09,5.87328e-09,5.5183e-09,5.18309e-09,4.86653e-09,4.56756e-09,4.28518e-09,4.01844e-09,3.76642e-09,3.52827e-09,3.30317e-09,3.09034e-09,2.88904e-09,2.69858e-09,2.51827e-09,2.34749e-09,2.18563e-09,2.0321e-09,1.88635e-09,1.74786e-09,1.61611e-09,1.49062e-09,1.37093e-09,1.25659e-09,1.14718e-09,1.04226e-09,9.41458e-10,8.44372e-10,7.5063e-10,6.59869e-10,5.71733e-10,4.85877e-10,4.01962e-10,3.19654e-10,2.38626e-10,1.58554e-10,7.91183e-11,0
0.04,-2.68682e-07,-2.5218e-07,-2.36635e-07,-2.21996e-07,-2.08209e-07,-1.95229e-07,-1.8301e-07,-1.71508e-07,-1.60684e-07,-1.50499e-07,-1.40917e-07,-1.31904e-07,-1.23427e-07,-1.15456e-07,-1.07963e-07,-1.0092e-07,-9.43005e-08,-8.80814e-08,-8.22393e-08,-7.67525e-08,-7.16006e-08,-6.67642e-08,-6.22251e-08,-5.79661e-08,-5.39707e-08,-5.02238e-08,-4.67108e-08,-4.34179e-08,-4.03324e-08,-3.74419e-08,-3.47351e-08,-3.2201e-08,-2.98294e-08,-2.76107e-08,-2.55358e-08,-2.3596e-08,-2.17833e-08,-2.00901e-08,-1.85092e-08,-1.70337e-08,-1.56573e-08,-1.4374e-08,-1.31781e-08,-1.20642e-08,-1.10274e-08,-1.00628e-08,-9.16609e-09,-8.33297e-09,-7.55951e-09,-6.84199e-09,-6.1769e-09,-5.56094e-09,-4.99102e-09,-4.46422e-09,-3.9778e-09,-3.52917e-09,-3.11591e-09,-2.73574e-09,-2.38653e-09,-2.06625e-09,-1.77302e-09,-1.50507e-09,-1.26073e-09,-1.03843e-09,-8.36704e-10,-6.54175e-10,-4.89548e-10,-3.41612e-10,-2.09228e-10,-9.13289e-11,1.30856e-11,1.04954e-10,1.85154e-10,2.54512e-10,3.13799e-10,3.6374e-10,4.05012e-10,4.38253e-10,4.64059e-10,4.82988e-10,4.95565e-10,5.02283e-10,5.03602e-10,4.99958e-10,4.91757e-10,4.79384e-10,4.63201e-10,4.43548e-10,4.20748e-10,3.95106e-10,3.66911e-10,3.3644e-10,3.03956e-10,2.69708e-10,2.3394e-10,1.96884e-10,1.58766e-10,1.19805e-10,8.02171e-11,4.02124e-11,0
0.05,2.79148e-07,2.58515e-07,2.39228e-07,2.21204e-07,2.04366e-07,1.88641e-07,1.73962e-07,1.60264e-07,1.47487e-07,1.35573e-07,1.24469e-07,1.14125e-07,1.04492e-07,9.55273e-08,8.71877e-08,7.94341e-08,7.22291e-08,6.5538e-08,5.93278e-08,5.35678e-08,4.82289e-08,4.32839e-08,3.87071e-08,3.44746e-08,3.05637e-08,2.69533e-08,2.36235e-08,2.05556e-08,1.7732e-08,1.51364e-08,1.27533e-08,1.05682e-08,8.5677e-09,6.73897e-09,5.07014e-09,3.55006e-09,2.16829e-09,9.15052e-10,-2.18805e-10,-1.24185e-09,-2.16208e-09,-2.987e-09,-3.72361e-09,-4.37845e-09,-4.95763e-09,-5.46687e-09,-5.91149e-09,-6.29647e-09,-6.62643e-09,-6.90572e-09,-7.13834e-09,-7.32807e-09,-7.47838e-09,-7.59252e-09,-7.67352e-09,-7.72419e-09,-7.74713e-09,-7.74476e-09,-7.71932e-09,-7.67289e-09,-7.60741e-09,-7.52463e-09,-7.42622e-09,-7.31369e-09,-7.18845e-09,-7.05177e-09,-6.90485e-09,-6.74879e-09,-6.58457e-09,-6.41313e-09,-6.23529e-09,-6.05182e-09,-5.86343e-09,-5.67073e-09,-5.47431e-09,-5.27469e-09,-5.07233e-09,-4.86766e-09,-4.66105e-09,-4.45283e-09,-4.24331e-09,-4.03274e-09,-3.82135e-09,-3.60935e-09,-3.3969e-09,-3.18416e-09,-2.97124e-09,-2.75824e-09,-2.54525e-09,-2.33233e-09,-2.11952e-09,-1.90687e-09,-1.69439e-09,-1.48209e-09,-1.26996e-09,-1.05801e-09,-8.4621e-10,-6.34538e-10,-4.22968e-10,-2.11466e-10,0
0.06,-2.67078e-07,-2.42328e-07,-2.19394e-07,-1.98157e-07,-1.78505e-07,-1.60331e-07,-1.43538e-07,-1.28033e-07,-1.13728e-07,-1.00543e-07,-8.84013e-08,-7.72315e-08,-6.69667e-08,-5.75442e-08,-4.89054e-08,-4.09954e-08,-3.37629e-08,-2.71597e-08,-2.1141e-08,-1.56646e-08,-1.06914e-08,-6.18459e-09,-2.10985e-09,1.56484e-09,4.86937e-09,7.83168e-09,1.04778e-08,1.28321e-08,1.49171e-08,1.6754e-08,1.83625e-08,1.97609e-08,2.09661e-08,2.19942e-08,2.28599e-08,2.35768e-08,2.41578e-08,2.46146e-08,2.49583e-08,2.5199e-08,2.53462e-08,2.54086e-08,2.53944e-08,2.5311e-08,2.51654e-08,2.49639e-08,2.47124e-08,2.44165e-08,2.40811e-08,2.37108e-08,2.33098e-08,2.28821e-08,2.24313e-08,2.19605e-08,2.14728e-08,2.09709e-08,2.04573e-08,1.99342e-08,1.94037e-08,1.88675e-08,1.83275e-08,1.77851e-08,1.72416e-08,1.66982e-08,1.61561e-08,1.56161e-08,1.5079e-08,1.45456e-08,1.40166e-08,1.34924e-08,1.29735e-08,1.24602e-08,1.1953e-08,1.14519e-08,1.09572e-08,1.04691e-08,9.98744e-09,9.51242e-09,9.04396e-09,8.58202e-09,8.12648e-09,7.67723e-09,7.2341e-09,6.7969e-09,6.36543e-09,5.93945e-09,5.51869e-09,5.1029e-09,4.69177e-09,4.285e-09,3.88228e-09,3.48326e-09,3.08761e-09,2.69498e-09,2.305e-09,1.91731e-09,1.53154e-09,1.1473e-09,7.64223e-10,3.81918e-10,0
0.07,2.39279e-07,2.10427e-07,1.83954e-07,1.5969e-07,1.37477e-07,1.17167e-07,9.86225e-08,8.17146e-08,6.63232e-08,5.2336e-08,3.96485e-08,2.81631e-08,1.77887e-08,8.44057e-09,3.97785e-11,-7.48729e-09,-1.42091e-08,-2.01895e-08,-2.54877e-08,-3.01588e-08,-3.42542e-08,-3.78215e-08,-4.0905e-08,-4.35456e-08,-4.57816e-08,-4.76482e-08,-4.91782e-08,-5.04019e-08,-5.13475e-08,-5.2041e-08,-5.25063e-08,-5.27657e-08,-5.28397e-08,-5.27472e-08,-5.25058e-08,-5.21313e-08,-5.16387e-08,-5.10415e-08,-5.03523e-08,-4.95824e-08,-4.87425e-08,-4.78421e-08,-4.68899e-08,-4.58942e-08,-4.48621e-08,-4.38003e-08,-4.27148e-08,-4.16112e-08,-4.04944e-08,-3.93689e-08,-3.82387e-08,-3.71074e-08,-3.59783e-08,-3.48542e-08,-3.37376e-08,-3.26309e-08,-3.1536e-08,-3.04546e-08,-2.93882e-08,-2.83382e-08,-2.73055e-08,-2.6291e-08,-2.52956e-08,-2.43198e-08,-2.3364e-08,-2.24285e-08,-2.15136e-08,-2.06193e-08,-1.97457e-08,-1.88927e-08,-1.80601e-08,-1.72476e-08,-1.6455e-08,-1.56819e-08,-1.4928e-08,-1.41927e-08,-1.34756e-08,-1.27761e-08,-1.20936e-08,-1.14277e-08,-1.07775e-08,-1.01426e-08,-9.52218e-09,-8.9156e-09,-8.32215e-09,-7.74112e-09,-7.17178e-09,-6.61337e-09,-6.06516e-09,-5.52638e-09,-4.99627e-09,-4.47405e-09,-3.95895e-09,-3.45019e-09,-2.94697e-09,-2.44852e-09,-1.95405e-09,-1.46275e-09,-9.7384e-10,-4.86522e-10,0
0.08,-2.04585e-07,-1.7165e-07,-1.41748e-07,-1.14647e-07,-9.01306e-08,-6.79986e-08,-4.80638e-08,-3.01526e-08,-1.41035e-08,2.33501e-10,1.29975e-08,2.43179e-08,3.43146e-08,4.30986e-08,5.07733e-08,5.7434e-08,6.31692e-08,6.80608e-08,7.21846e-08,7.56104e-08,7.84031e-08,8.06223e-08,8.23233e-08,8.35567e-08,8.43696e-08,8.4805e-08,8.49026e-08,8.46989e-08,8.42274e-08,8.3519e-08,8.26017e-08,8.15013e-08,8.02416e-08,7.8844e-08,7.73283e-08,7.57124e-08,7.40126e-08,7.22437e-08,7.04191e-08,6.8551e-08,6.66504e-08,6.47272e-08,6.27902e-08,6.08474e-08,5.89059e-08,5.69721e-08,5.50515e-08,5.31492e-08,5.12693e-08,4.94159e-08,4.7592e-08,4.58006e-08,4.40441e-08,4.23244e-08,4.06433e-08,3.9002e-08,3.74016e-08,3.58429e-08,3.43265e-08,3.28527e-08,3.14215e-08,3.00331e-08,2.86871e-08,2.73833e-08,2.61211e-08,2.49001e-08,2.37195e-08,2.25786e-08,2.14765e-08,2.04124e-08,1.93853e-08,1.83941e-08,1.74378e-08,1.65154e-08,1.56256e-08,1.47674e-08,1.39395e-08,1.31408e-08,1.237e-08,1.1626e-08,1.09075e-08,1.02132e-08,9.54203e-09,8.89263e-09,8.2638e-09,7.65429e-09,7.06288e-09,6.48832e-09,5.9294e-09,5.38489e-09,4.85356e-09,4.33421e-09,3.82561e-09,3.32656e-09,2.83587e-09,2.35232e-09,1.87472e-09,1.40188e-09,9.32607e-10,4.6571e-10,0
0.09,1.71327e-07,1.34359e-07,1.0117e-07,7.1449e-08,4.49096e-08,2.12855e-08,3.30034e-10,-1.81848e-08,-3.447e-08,-4.87208e-08,-6.11173e-08,-7.18261e-08,-8.10009e-08,-8.87835e-08,-9.53047e-08,-1.00685e-07,-1.05035e-07,-1.08457e-07,-1.11045e-07,-1.12886e-07,-1.14057e-07,-1.14632e-07,-1.14678e-07,-1.14254e-07,-1.13418e-07,-1.12219e-07,-1.10705e-07,-1.08916e-07,-1.06893e-07,-1.0467e-07,-1.02278e-07,-9.97465e-08,-9.71013e-08,-9.43658e-08,-9.15613e-08,-8.87065e-08,-8.58186e-08,-8.29128e-08,-8.00025e-08,-7.70997e-08,-7.4215e-08,-7.13579e-08,-6.85364e-08,-6.57577e-08,-6.30278e-08,-6.03521e-08,-5.7735e-08,-5.51802e-08,-5.26908e-08,-5.02693e-08,-4.79175e-08,-4.56369e-08,-4.34286e-08,-4.1293e-08,-3.92306e-08,-3.72413e-08,-3.53246e-08,-3.34801e-08,-3.17069e-08,-3.00042e-08,-2.83706e-08,-2.6805e-08,-2.53059e-08,-2.38718e-08,-2.2501e-08,-2.11919e-08,-1.99428e-08,-1.87518e-08,-1.7617e-08,-1.65367e-08,-1.55089e-08,-1.45316e-08,-1.36031e-08,-1.27213e-08,-1.18844e-08,-1.10904e-08,-1.03374e-08,-9.62363e-09,-8.94713e-09,-8.30608e-09,-7.69865e-09,-7.12304e-09,-6.57748e-09,-6.0602e-09,-5.56947e-09,-5.10359e-09,-4.66087e-09,-4.23965e-09,-3.83829e-09,-3.45518e-09,-3.08871e-09,-2.73731e-09,-2.39941e-09,-2.07349e-09,-1.75799e-09,-1.45142e-09,-1.15226e-09,-8.59027e-10,-5.70224e-10,-2.84374e-10,0
